what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257904048927
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257904048965
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257904055995
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257904074481
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1257904076841
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257904127723
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257904139259
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257904181271
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257904197324
activated,editor,com.android.ide.eclipse.adt,0.9.4.v200910220141-17704,"com.android.ide.eclipse.editors.layout.LayoutEditor",1257904204655
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1257904207553
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257904212904
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257904220507
activated,editor,com.android.ide.eclipse.adt,0.9.4.v200910220141-17704,"com.android.ide.eclipse.editors.layout.LayoutEditor",1257904223587
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257904225259
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1257904227026
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1257904231005
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257904234848
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257904237784
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1257904237837
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257904268934
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257904287692
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257904289337
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257904296365
activated,editor,com.android.ide.eclipse.adt,0.9.4.v200910220141-17704,"com.android.ide.eclipse.editors.layout.LayoutEditor",1257904299616
