what,kind,bundleId,bundleVersion,description,time
activated,editor,com.android.ide.eclipse.adt,0.9.4.v200910220141-17704,"com.android.ide.eclipse.editors.layout.LayoutEditor",1257905359374
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257905366251
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257905376539
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257905378961
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257905378988
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257905382144
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257905388975
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257905475782
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1257905481784
activated,editor,com.android.ide.eclipse.adt,0.9.4.v200910220141-17704,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1257905482081
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1257905485594
activated,editor,com.android.ide.eclipse.adt,0.9.4.v200910220141-17704,"com.android.ide.eclipse.editors.layout.LayoutEditor",1257905486035
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257905572408
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257905578334
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257905655190
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257905655264
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257905655361
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257905661048
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257906049919
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257906102107
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257906105452
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1257906131406
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1257906133767
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.text.contentAssist.proposals",1257906134541
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1257906151705
