what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257897747162
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1257897747172
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257897758084
opened,editor,com.android.ide.eclipse.adt,0.9.4.v200910220141-17704,"com.android.ide.eclipse.editors.layout.LayoutEditor",1257897770391
activated,editor,com.android.ide.eclipse.adt,0.9.4.v200910220141-17704,"com.android.ide.eclipse.editors.layout.LayoutEditor",1257897770767
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257897771006
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1257897777720
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1257897778680
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257897791749
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257897810575
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257897925969
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.file.newQuickMenu",1257897950666
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257897952849
opened,editor,com.android.ide.eclipse.adt,0.9.4.v200910220141-17704,"com.android.ide.eclipse.editors.layout.LayoutEditor",1257897964343
activated,editor,com.android.ide.eclipse.adt,0.9.4.v200910220141-17704,"com.android.ide.eclipse.editors.layout.LayoutEditor",1257897964520
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257897964746
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1257897969921
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1257897970870
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257897973310
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1257897973480
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257897977497
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257902737431
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257902746782
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257902748218
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257902750244
