what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.DebugView",1257910452230
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.Terminate",1257910452669
activated,perspective,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.JavaPerspective",1257910454941
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1257910454961
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.ClassFileEditor",1257910465496
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257910465599
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.ClassFileEditor",1257910465600
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1257910467341
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257910476440
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910531730
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910538997
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1257910541621
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1257910554797
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910565237
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910584373
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1257910608168
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1257910619794
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1257910623756
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910638937
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910643654
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1257910657297
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910663833
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910687140
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910695444
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910696854
