what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257897552738
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257897558740
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257897559761
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257897574009
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257897576003
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257897581364
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257897582219
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257897582524
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257897633695
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1257897635140
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257897654980
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1257897656707
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257897665415
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257897668938
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257897681214
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257897687833
opened,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1257897716851
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1257897716903
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257897717160
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1257897722189
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257897725488
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257897734461
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1257897734481
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257897745048
closed,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1257897747015
