what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1257882690574
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257882712830
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257882888005
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257882889653
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1257882892335
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257882893413
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257882895867
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257882898030
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257882898432
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257882898601
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257882899592
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257882900010
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257882928365
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1257882930730
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257882950469
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257882955472
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257882959854
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257882965322
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257882968158
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257882977526
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257882981826
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257883005271
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257883015866
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257883018438
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257883042107
