what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1257880249354
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880250620
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880259472
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1257880264756
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880270556
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880274724
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.RunLast",1257880274782
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880276204
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880281562
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880284093
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880285234
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880285408
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880287130
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880288680
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880297360
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1257880297408
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880300678
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1257880316112
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880316132
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1257880316140
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257880317893
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1257880382009
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880386558
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880387041
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880387226
