what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257911690157
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257912100011
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1257912140200
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1257912144755
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1257912155372
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257912156284
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257912157860
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1257912161177
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257912173430
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257912176647
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1257912176714
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257912187447
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257912188743
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257912192256
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257912194468
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257912196737
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257912197237
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257912197389
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257912198423
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257912198697
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257912252222
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1257912252246
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257912258565
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257912262228
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257912264215
