what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910704509
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910723049
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910725560
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910769259
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1257910770444
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910780482
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910780958
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910781118
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910781952
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910782399
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910811815
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257910811852
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910828408
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910848543
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910849298
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910850874
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1257910873423
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1257910876798
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1257910900466
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910901488
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910902915
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910928122
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910942824
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1257910977724
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910982212
