what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907579791
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257907579842
activated,editor,com.android.ide.eclipse.adt,0.9.4.v200910220141-17704,"com.android.ide.eclipse.editors.layout.LayoutEditor",1257907592372
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257907600316
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907608953
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907639542
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1257907711763
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907718173
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907718681
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907718899
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907719876
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907720167
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907935659
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907942252
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907942652
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907942854
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907943753
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907944072
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907945834
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1257907956080
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1257907958368
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1257907959183
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907964254
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907964634
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907964806
