what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.JavaPerspective",1257909066536
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257909066569
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257909086088
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257909086498
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257909086667
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257909087614
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257909087946
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257909171392
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257909171414
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257909281106
activated,perspective,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.DebugPerspective",1257909281177
activated,perspective,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.JavaPerspective",1257909334269
activated,editor,com.android.ide.eclipse.adt,0.9.4.v200910220141-17704,"com.android.ide.eclipse.editors.layout.LayoutEditor",1257909338400
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257909386025
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257909406220
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257909407430
activated,perspective,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.DebugPerspective",1257909412175
activated,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.DebugView",1257909429229
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.StepInto",1257909429334
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.ClassFileEditor",1257909429691
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.ClassFileEditor",1257909443752
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1257909451369
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.ClassFileEditor",1257909510962
activated,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.DebugView",1257909514799
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.StepReturn",1257909514885
