what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1257909633390
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257909637768
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257909637943
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257909640913
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257909640914
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1257909702045
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257909711374
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257909711663
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1257909738082
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257909764210
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257909764683
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257909764780
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257909765717
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257909766024
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257909852464
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257909852485
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257909859882
activated,perspective,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.DebugPerspective",1257909859957
activated,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.DebugView",1257909976777
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.StepInto",1257909976940
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.ClassFileEditor",1257909977242
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.ClassFileEditor",1257910034812
activated,view,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views.ContentOutline",1257910054281
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910145426
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257910450190
