what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880388074
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880388477
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880393622
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1257880396480
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257880399409
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880400655
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880403168
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880404770
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880405230
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880405434
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880406441
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880406903
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880413850
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1257880413876
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880420320
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880424094
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880433045
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880539894
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880543101
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880551389
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257880551416
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880552930
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880558260
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880559169
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880561686
