what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1257908457765
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257908465023
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257908465138
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1257908472570
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257908475321
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257908475414
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257908475414
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1257908485551
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908487049
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908491527
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908515529
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908554718
activated,editor,com.android.ide.eclipse.adt,0.9.4.v200910220141-17704,"com.android.ide.eclipse.editors.layout.LayoutEditor",1257908595010
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257908598847
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1257908603043
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908611963
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908640332
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908650231
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908652631
executed,command,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1257908652645
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908659277
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908661417
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908669300
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908671175
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908672968
