what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907965719
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907966212
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907969623
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907985610
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907988330
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1257907988354
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257907989480
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907994496
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908106261
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908130219
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908233830
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1257908264306
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908271336
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908271752
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908271925
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908272838
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908273120
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908309590
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908316057
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908432181
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1257908435106
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1257908439701
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1257908442732
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908444647
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257908457732
