what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907028073
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907154359
activated,editor,com.android.ide.eclipse.adt,0.9.4.v200910220141-17704,"com.android.ide.eclipse.editors.layout.LayoutEditor",1257907163719
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1257907166151
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907173990
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907256690
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1257907263485
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907287953
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907294141
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.properties",1257907294163
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907295190
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907343370
activated,editor,com.android.ide.eclipse.adt,0.9.4.v200910220141-17704,"com.android.ide.eclipse.editors.layout.LayoutEditor",1257907343499
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1257907355947
activated,editor,com.android.ide.eclipse.adt,0.9.4.v200910220141-17704,"com.android.ide.eclipse.editors.layout.LayoutEditor",1257907360882
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907367664
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907370696
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1257907371724
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257907373879
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907383638
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907384184
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907384402
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907495300
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1257907495329
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257907502219
