what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1257880566514
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880570057
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880573646
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1257880576007
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880578570
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880579027
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880579218
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880580190
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880582194
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880755314
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880757529
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880761388
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257880761420
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1257880820217
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1257880820643
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257880824020
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880835569
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880840175
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.RunLast",1257880840181
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880842221
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880842714
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880842983
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880843916
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880844274
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880848772
