what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.apt.core,3.3.201.R35x_v20090818-0235,"org.eclipse.jdt.apt.core",1257879953743
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.201.R35x_v20090818-0225,"org.eclipse.jdt.apt.pluggable.core",1257879953750
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257879954698
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257879960531
started,bundle,org.eclipse.wst.sse.core,1.1.401.v200909172215,"org.eclipse.wst.sse.core",1257879962612
started,bundle,org.eclipse.compare.core,3.5.0.I20090430-0408,"org.eclipse.compare.core",1257879974835
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257879974961
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1257879975122
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1257879976010
started,bundle,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui",1257879984564
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1257879984844
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1257879985060
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257879989074
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257879990572
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880000867
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880166466
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880170612
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880173502
started,bundle,org.eclipse.jdt.junit,3.5.1.r351_v20090708-0800,"org.eclipse.jdt.junit",1257880179677
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880187448
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880191020
executed,command,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1257880201390
started,bundle,org.eclipse.mylyn.java.ui,3.3.0.v20091015-0500-e3x,"org.eclipse.mylyn.java.ui",1257880216346
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880236454
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1257880237745
